"IDpol","ClaimNb","Exposure","Area","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Density","Region","ClaimAmount"
92275,0,1,"D",4,14,39,59,"B1","Regular",1313,"R24",0
2286793,0,0.31,"C",7,16,36,64,"B3","Regular",213,"R91",0
137409,0,0.48,"C",8,6,48,62,"B6","Regular",405,"R24",0
4134556,0,1,"D",5,4,51,50,"B6","Regular",988,"R82",0
4139371,0,1,"B",9,17,35,50,"B10","Diesel",59,"R52",0
4123887,0,0.5,"D",5,12,50,50,"B3","Diesel",854,"R82",0
6089235,1,0.62,"B",11,1,36,95,"B12","Diesel",99,"R93",1204
1122659,0,0.21,"D",4,12,47,50,"B2","Regular",1601,"R41",0
6067326,0,0.72,"E",6,3,49,50,"B12","Diesel",8549,"R82",0
3114519,0,0.42,"E",4,10,57,64,"B6","Regular",4579,"R93",0
66892,0,0.91,"D",6,10,52,50,"B1","Regular",516,"R91",0
2018659,1,0.61,"C",7,1,67,50,"B12","Diesel",295,"R24",1172
143371,0,1,"E",6,2,34,50,"B2","Regular",4128,"R52",0
2224536,0,0.08,"E",4,7,44,95,"B13","Regular",4116,"R24",0
3250401,0,0.08,"D",8,2,41,67,"B6","Diesel",612,"R73",0
2284163,0,0.08,"E",6,2,39,50,"B1","Diesel",2642,"R31",0
84328,0,0.79,"A",6,12,37,80,"B1","Diesel",33,"R24",0
2196247,0,0.07,"A",4,12,33,94,"B3","Diesel",32,"R24",0
2218183,0,0.08,"E",5,12,32,70,"B2","Diesel",3857,"R72",0
2190881,0,1,"A",11,13,36,50,"B10","Diesel",15,"R24",0
4133121,0,1,"F",14,20,66,50,"B10","Regular",27000,"R11",0
2259760,0,0.07,"D",5,18,44,90,"B2","Regular",1871,"R82",0
3155054,0,0.75,"C",5,8,45,94,"B3","Diesel",307,"R24",0
6093051,0,0.48,"C",12,1,47,60,"B12","Diesel",417,"R91",0
1101469,0,0.22,"C",10,0,53,60,"B12","Regular",182,"R82",0
85010,0,0.66,"A",6,7,50,59,"B12","Regular",43,"R24",0
3081996,0,0.09,"D",6,15,49,55,"B1","Diesel",1313,"R24",0
1197860,0,0.05,"A",7,9,40,56,"B1","Regular",24,"R82",0
40205,0,0.41,"C",6,9,35,54,"B1","Diesel",175,"R82",0
4002173,0,0.71,"C",5,4,76,50,"B12","Regular",134,"R91",0
3173964,0,0.04,"F",13,4,66,50,"B6","Regular",27000,"R11",0
148793,0,0.24,"D",6,1,67,50,"B12","Regular",747,"R53",0
2018181,0,0.38,"D",7,1,46,58,"B12","Diesel",824,"R91",0
2278060,0,0.08,"E",6,2,55,53,"B12","Diesel",3994,"R31",0
3057057,0,1,"B",7,8,42,50,"B1","Diesel",83,"R24",0
3037264,0,0.22,"C",6,9,41,57,"B2","Diesel",269,"R91",0
2013308,0,0.03,"C",6,10,29,80,"B1","Regular",126,"R31",0
5072617,0,0.7,"D",4,3,41,67,"B12","Diesel",688,"R11",0
3202593,0,0.33,"C",9,15,34,51,"B3","Regular",272,"R24",0
5000341,0,0.12,"E",5,5,49,50,"B12","Regular",6729,"R11",0
1022054,0,1,"C",9,14,59,50,"B1","Regular",155,"R24",0
24459,1,0.21,"D",7,33,53,50,"B4","Regular",1313,"R24",497.862751945596
5087480,0,0.94,"C",5,1,75,50,"B12","Regular",498,"R52",0
4062629,0,0.1,"C",11,0,46,50,"B12","Diesel",118,"R93",0
4154044,1,0.91,"C",7,8,40,57,"B2","Diesel",229,"R53",1204
3213662,0,0.08,"D",10,10,58,50,"B13","Regular",1489,"R52",0
2215360,0,0.49,"E",5,7,40,50,"B2","Regular",5460,"R11",0
2007030,0,0.26,"E",4,2,38,50,"B12","Regular",2090,"R11",0
1179756,0,0.49,"C",7,11,45,50,"B1","Regular",356,"R72",0
2095154,0,0.06,"A",4,1,38,51,"B1","Diesel",18,"R24",0
5032770,0,0.52,"B",11,2,42,50,"B12","Diesel",61,"R52",0
3156398,0,0.19,"E",8,1,50,58,"B2","Diesel",3095,"R31",0
1185197,0,0.59,"E",8,25,61,90,"B10","Diesel",5460,"R11",0
1185954,0,0.32,"C",6,11,33,50,"B2","Diesel",252,"R24",0
2167572,0,0.09,"E",4,16,37,88,"B2","Regular",8549,"R82",0
4135058,0,0.31,"A",11,6,26,100,"B1","Diesel",23,"R24",0
2041492,0,0.04,"B",7,0,71,50,"B12","Diesel",94,"R83",0
2113058,0,0.03,"B",6,7,43,59,"B3","Diesel",55,"R22",0
60162,0,1,"F",6,10,31,50,"B1","Diesel",27000,"R11",0
66061,0,0.28,"C",7,6,34,50,"B1","Diesel",147,"R91",0
1062999,0,1,"E",10,11,39,50,"B2","Diesel",2733,"R93",0
4013293,0,0.36,"D",5,1,31,95,"B1","Regular",942,"R82",0
1056657,0,1,"D",5,6,32,50,"B13","Diesel",1313,"R24",0
158573,0,1,"B",7,9,46,58,"B2","Diesel",84,"R24",0
1126204,0,1,"C",5,1,69,50,"B2","Diesel",136,"R54",0
2152195,0,0.24,"C",11,0,36,50,"B10","Diesel",247,"R53",0
1078754,0,0.84,"B",6,7,33,50,"B1","Diesel",59,"R53",0
2276772,0,0.75,"C",6,3,40,50,"B1","Diesel",126,"R52",0
1139244,0,1,"B",6,5,71,50,"B1","Diesel",93,"R54",0
38207,0,0.44,"C",6,8,21,85,"B3","Diesel",263,"R11",0
2264497,0,0.32,"C",10,15,55,50,"B12","Diesel",174,"R91",0
1178983,0,0.92,"C",5,1,51,50,"B1","Regular",369,"R24",0
3053102,0,0.29,"E",9,7,29,90,"B10","Diesel",3541,"R52",0
4164587,0,0.44,"C",6,13,51,76,"B1","Regular",227,"R54",0
1108111,0,0.12,"E",4,12,43,50,"B6","Regular",3744,"R93",0
2076352,0,1,"A",7,5,71,50,"B3","Regular",40,"R82",0
4128722,0,1,"F",5,29,56,50,"B2","Regular",27000,"R11",0
6047753,0,0.62,"D",10,2,69,50,"B12","Regular",657,"R93",0
1190710,0,1,"E",5,10,52,50,"B6","Regular",5460,"R11",0
2059261,0,0.02,"E",6,13,47,90,"B4","Regular",4116,"R24",0
4012439,0,0.12,"B",4,0,59,50,"B12","Regular",70,"R23",0
6036278,0,0.01,"B",5,3,38,53,"B12","Regular",59,"R11",0
96063,0,1,"B",6,2,52,50,"B3","Regular",84,"R31",0
3023343,0,0.05,"B",6,2,51,50,"B3","Diesel",72,"R93",0
2230699,0,0.08,"C",6,9,41,50,"B1","Diesel",115,"R91",0
2069829,0,1,"A",8,27,57,50,"B2","Regular",10,"R24",0
3204487,0,1,"C",4,7,32,50,"B4","Diesel",303,"R72",0
6016683,0,0.12,"D",4,5,62,72,"B12","Regular",1101,"R93",0
4182937,1,0.43,"D",6,12,31,85,"B2","Diesel",1882,"R72",1204
2012363,2,0.8,"A",6,7,55,50,"B1","Diesel",29,"R94",1519.07
4078321,0,0.95,"A",7,4,28,64,"B11","Regular",42,"R22",0
4157282,0,1,"C",10,12,37,51,"B12","Diesel",392,"R82",0
1122038,0,0.46,"A",8,0,53,50,"B11","Diesel",23,"R52",0
3163602,0,0.12,"D",5,4,34,76,"B3","Diesel",837,"R53",0
2042167,0,0.03,"D",5,0,46,50,"B12","Diesel",562,"R54",0
3030177,0,0.53,"C",4,0,47,52,"B12","Regular",383,"R93",0
2068770,1,0.81,"C",5,12,32,90,"B1","Regular",108,"R11",1172
3174380,0,0.34,"C",11,9,19,95,"B2","Regular",396,"R74",0
5050744,0,0.03,"F",8,1,80,50,"B12","Regular",27000,"R11",0
94901,0,0.24,"A",11,11,31,70,"B2","Regular",31,"R24",0
3031437,0,0.21,"C",4,4,30,72,"B12","Regular",374,"R23",0
1182573,0,0.95,"A",4,15,61,50,"B2","Regular",19,"R72",0
140819,0,0.12,"D",6,8,44,76,"B6","Diesel",741,"R24",0
2005266,0,0.46,"E",7,2,64,72,"B12","Regular",2580,"R72",0
2289372,0,0.08,"F",6,8,27,85,"B1","Diesel",12650,"R11",0
2029275,0,0.47,"D",7,0,50,50,"B12","Diesel",990,"R72",0
4116598,0,0.48,"B",10,10,40,50,"B3","Diesel",65,"R53",0
128040,0,1,"D",6,11,40,50,"B1","Diesel",568,"R52",0
1004612,0,0.38,"D",4,1,47,50,"B12","Regular",1287,"R72",0
3247132,0,0.08,"C",10,13,34,50,"B13","Regular",373,"R91",0
4086613,0,0.36,"E",8,1,57,50,"B12","Diesel",3991,"R21",0
1114999,0,1,"A",10,16,42,69,"B2","Diesel",45,"R24",0
5069789,0,0.09,"D",10,0,63,50,"B12","Regular",1250,"R93",0
4120728,0,1,"D",7,11,45,50,"B2","Diesel",537,"R41",0
2270552,0,0.61,"C",4,0,62,50,"B1","Regular",159,"R91",0
69171,0,1,"D",6,9,57,50,"B2","Regular",1403,"R93",0
3163678,0,0.23,"B",5,15,21,100,"B2","Regular",84,"R24",0
1006187,0,0.3,"F",9,1,42,53,"B12","Diesel",10477,"R11",0
3244221,0,0.07,"A",8,13,43,72,"B10","Regular",32,"R52",0
2087319,0,0.26,"C",7,8,38,85,"B1","Diesel",483,"R93",0
3128895,0,1,"C",11,26,50,50,"B1","Diesel",109,"R24",0
2104874,0,0.24,"A",8,12,49,50,"B6","Diesel",32,"R54",0
3232988,0,0.24,"B",9,14,53,50,"B6","Regular",52,"R82",0
4065822,0,0.14,"E",11,10,44,64,"B12","Regular",8455,"R82",0
4152176,0,0.07,"C",6,6,56,50,"B3","Diesel",242,"R82",0
41158,0,1,"D",6,8,60,68,"B1","Diesel",1526,"R82",0
3113697,0,0.38,"D",6,8,28,100,"B2","Diesel",1704,"R82",0
1188082,0,0.93,"C",4,8,46,95,"B4","Diesel",324,"R91",0
1185459,0,1.17,"E",5,1,44,50,"B5","Regular",3374,"R42",0
6003324,0,0.38,"F",7,3,51,50,"B12","Regular",15703,"R11",0
1079479,0,0.52,"E",5,0,36,50,"B1","Regular",3688,"R82",0
4154334,0,0.18,"B",6,1,50,66,"B1","Diesel",84,"R24",0
3238837,0,0.08,"E",4,13,56,50,"B1","Regular",4982,"R23",0
2141667,0,0.72,"C",7,0,50,50,"B2","Regular",213,"R74",0
5030816,0,0.55,"C",4,2,53,50,"B12","Regular",467,"R82",0
2138387,0,0.03,"D",6,19,42,95,"B13","Regular",1313,"R24",0
3165046,0,0.08,"C",4,4,36,50,"B12","Regular",286,"R24",0
141913,0,0.33,"C",5,2,37,50,"B1","Regular",149,"R24",0
3076397,0,1,"D",4,11,75,50,"B1","Regular",1704,"R82",0
2104967,0,0.17,"F",4,15,42,80,"B4","Regular",27000,"R11",0
1190078,0,0.55,"E",8,3,52,50,"B13","Regular",7590,"R11",0
3115179,0,0.51,"E",6,14,47,83,"B3","Regular",3859,"R82",0
2183849,0,0.93,"C",7,6,37,50,"B1","Regular",405,"R24",0
6011565,0,0.54,"B",7,5,78,50,"B12","Diesel",66,"R93",0
5041789,0,0.09,"C",11,2,55,50,"B12","Diesel",471,"R73",0
1197775,0,1.12,"A",6,1,52,50,"B3","Diesel",17,"R82",0
2227335,0,0.33,"D",6,0,46,50,"B2","Diesel",730,"R93",0
170997,0,0.22,"E",6,6,33,50,"B13","Diesel",3021,"R53",0
4006411,0,0.29,"A",10,4,66,50,"B12","Regular",14,"R26",0
1013350,0,0.07,"D",12,0,51,50,"B12","Diesel",1787,"R31",0
1188105,0,0.49,"C",6,2,29,72,"B1","Diesel",322,"R73",0
1048654,0,0.56,"D",10,3,34,51,"B13","Diesel",1955,"R94",0
1038578,0,0.75,"B",6,2,48,50,"B2","Regular",67,"R24",0
2140345,0,0.28,"E",8,1,55,50,"B2","Diesel",3317,"R93",0
3044506,1,0.78,"A",4,1,51,50,"B12","Diesel",35,"R82",1204
4187173,0,0.38,"A",6,7,44,50,"B1","Diesel",30,"R24",0
1041903,0,0.75,"B",11,2,54,50,"B11","Regular",61,"R53",0
1010354,0,0.12,"B",5,1,71,50,"B12","Regular",93,"R11",0
1014261,0,0.03,"D",5,0,53,50,"B12","Regular",1846,"R72",0
1015673,0,0.04,"E",4,0,65,50,"B12","Regular",2308,"R31",0
39793,1,0.72,"E",8,12,47,72,"B4","Regular",5628,"R11",1128.12
2029048,0,0.21,"E",6,15,23,100,"B1","Regular",3963,"R91",0
6019861,0,0.03,"E",4,7,41,50,"B12","Regular",3317,"R93",0
1192953,0,1,"E",7,14,32,50,"B1","Regular",3963,"R91",0
6107572,0,0.74,"B",8,1,26,72,"B12","Diesel",71,"R82",0
107887,0,0.07,"D",6,3,53,50,"B2","Diesel",625,"R91",0
5010936,0,0.2,"E",4,4,70,50,"B12","Regular",3317,"R93",0
3044168,0,0.12,"D",12,0,60,50,"B12","Diesel",1516,"R72",0
4115676,0,1,"B",7,9,60,55,"B1","Diesel",73,"R25",0
4003389,0,0.36,"E",4,4,34,72,"B12","Regular",2951,"R41",0
4187195,0,0.25,"C",6,5,29,50,"B3","Regular",175,"R53",0
3072216,1,0.8,"D",4,13,46,50,"B1","Regular",1237,"R53",1204
2009871,0,0.95,"C",6,3,25,95,"B3","Diesel",125,"R91",0
2037595,0,0.3,"C",6,9,42,50,"B12","Regular",264,"R22",0
2176436,0,1,"D",4,2,39,50,"B3","Diesel",983,"R52",0
1128683,0,1,"C",4,6,72,50,"B2","Regular",399,"R24",0
3031182,0,0.49,"E",4,1,27,100,"B12","Regular",6913,"R11",0
1194414,0,0.21,"E",6,9,34,100,"B1","Diesel",4116,"R24",0
30672,0,0.03,"C",9,2,33,50,"B1","Diesel",174,"R53",0
5094349,0,0.06,"A",6,6,21,85,"B12","Regular",40,"R24",0
6016700,0,0.12,"A",6,9,68,50,"B12","Regular",28,"R72",0
2272216,0,0.47,"E",4,16,35,95,"B2","Regular",4762,"R93",0
2279640,0,0.08,"E",10,5,52,50,"B5","Diesel",2543,"R83",0
2258305,0,0.49,"E",9,19,29,64,"B3","Regular",4116,"R24",0
6030780,0,0.43,"D",7,0,61,60,"B2","Diesel",721,"R93",0
2217120,1,0.08,"D",10,9,42,50,"B12","Diesel",720,"R73",1133.47
4068438,0,0.02,"C",7,10,47,50,"B12","Regular",323,"R91",0
2196408,0,0.97,"A",6,14,30,64,"B1","Regular",46,"R82",0
1118127,0,0.6,"C",4,15,55,50,"B1","Regular",487,"R93",0
4159676,0,0.86,"A",6,0,34,50,"B4","Diesel",24,"R24",0
3044356,0,0.66,"A",6,0,24,100,"B12","Regular",10,"R24",0
1013549,0,0.06,"A",11,0,39,50,"B12","Diesel",19,"R93",0
4162972,0,0.66,"E",6,7,51,50,"B5","Regular",3430,"R82",0
4156188,1,1,"B",6,13,36,90,"B3","Diesel",57,"R24",1204
3126083,0,0.71,"F",6,10,27,85,"B5","Regular",16533,"R11",0
2013444,0,0.28,"E",4,1,27,90,"B12","Regular",3023,"R11",0
5098353,0,0.06,"B",5,0,46,50,"B12","Diesel",71,"R26",0
2153866,0,0.17,"A",7,1,29,79,"B3","Diesel",43,"R24",0
2054897,0,0.01,"C",8,3,30,71,"B3","Regular",490,"R52",0
1106186,0,0.73,"D",6,0,35,50,"B6","Diesel",1774,"R25",0
4146835,0,1,"E",7,4,56,50,"B1","Diesel",3317,"R93",0
3177641,0,1,"C",6,7,47,50,"B1","Diesel",125,"R53",0
2288493,0,0.08,"C",6,12,40,57,"B3","Diesel",372,"R31",0
1040310,0,1,"C",6,4,52,50,"B2","Diesel",452,"R82",0
2270800,0,0.91,"E",9,8,46,50,"B5","Regular",3317,"R93",0
6109077,0,0.74,"D",6,5,39,95,"B2","Diesel",923,"R11",0
2269073,0,0.08,"E",5,2,62,50,"B2","Regular",4128,"R52",0
1146254,0,1,"A",4,12,30,59,"B2","Diesel",18,"R24",0
2162428,0,0.01,"D",7,1,49,50,"B1","Regular",900,"R25",0
2187204,0,0.69,"D",6,5,62,55,"B2","Diesel",681,"R82",0
4119199,0,0.91,"C",7,5,58,76,"B12","Diesel",282,"R24",0
2056267,0,0.03,"D",5,4,29,78,"B5","Regular",1054,"R24",0
3099055,0,0.91,"A",9,11,82,72,"B2","Regular",11,"R24",0
4184039,0,0.02,"B",13,0,48,50,"B11","Diesel",64,"R26",0
2282037,0,0.66,"E",6,3,48,50,"B3","Diesel",3866,"R24",0
1112809,0,1,"D",5,11,32,67,"B5","Diesel",883,"R93",0
3148135,0,0.8,"B",4,13,66,64,"B3","Diesel",83,"R52",0
5104951,0,0.25,"E",8,0,52,50,"B12","Diesel",4220,"R11",0
80454,0,0.95,"A",8,9,46,50,"B6","Diesel",18,"R24",0
2015578,0,0.16,"D",5,6,27,85,"B13","Diesel",879,"R31",0
5045268,0,0.96,"B",8,4,45,50,"B12","Diesel",53,"R11",0
4014672,0,0.45,"C",7,1,46,50,"B12","Diesel",146,"R93",0
2010255,0,0.96,"E",5,4,58,68,"B12","Regular",3274,"R11",0
3035439,0,0.53,"D",8,10,48,50,"B12","Regular",1765,"R31",0
3169391,0,0.67,"A",7,8,25,68,"B1","Regular",13,"R24",0
25302,0,0.16,"D",6,2,41,50,"B6","Diesel",1937,"R23",0
50086,0,0.08,"E",6,7,25,85,"B1","Diesel",4128,"R52",0
3071951,0,0.23,"F",4,5,48,90,"B3","Regular",13520,"R11",0
2279950,0,0.08,"E",4,10,23,100,"B1","Regular",8455,"R82",0
1033277,0,0.4,"C",5,8,29,90,"B1","Regular",230,"R54",0
4142757,0,1,"C",5,9,42,54,"B4","Diesel",131,"R24",0
3168750,0,0.04,"C",5,14,22,85,"B2","Diesel",128,"R24",0
4176467,0,0.41,"A",8,15,67,50,"B2","Diesel",21,"R25",0
166154,0,0.85,"D",4,5,25,76,"B2","Regular",1313,"R24",0
2206662,0,1,"C",7,13,74,50,"B2","Regular",298,"R24",0
128807,0,1,"E",5,8,39,57,"B2","Regular",4998,"R11",0
2214872,0,0.49,"A",5,5,41,50,"B1","Diesel",47,"R93",0
3026049,0,0.71,"D",6,3,24,95,"B12","Regular",1862,"R31",0
1394,1,0.78,"E",5,5,33,68,"B5","Regular",7259,"R31",209.151192292523
5098222,0,0.12,"E",8,0,31,85,"B12","Regular",6257,"R11",0
2005143,0,0.54,"A",5,2,60,54,"B12","Regular",21,"R73",0
138527,0,1,"A",7,18,52,50,"B1","Regular",41,"R26",0
3137992,0,0.57,"C",5,15,41,50,"B2","Diesel",122,"R82",0
4131704,0,1,"A",5,11,37,50,"B4","Diesel",27,"R24",0
151882,0,0.56,"C",6,1,59,50,"B2","Diesel",149,"R24",0
98499,0,1,"C",4,15,35,51,"B1","Regular",226,"R82",0
5038846,0,0.76,"A",7,4,32,60,"B12","Diesel",25,"R22",0
2217170,0,0.08,"B",7,14,35,50,"B2","Diesel",76,"R72",0
6103140,0,0.42,"C",8,1,58,50,"B12","Diesel",363,"R73",0
5096789,0,0.54,"F",4,0,68,100,"B12","Diesel",27000,"R11",0
4169418,0,0.12,"B",6,0,78,50,"B2","Diesel",84,"R52",0
1144769,0,0.5,"B",4,4,47,50,"B6","Regular",96,"R52",0
101352,0,0.05,"A",5,2,24,100,"B4","Diesel",19,"R82",0
135879,0,0.32,"B",9,12,38,50,"B2","Regular",56,"R24",0
5088932,0,0.31,"E",4,4,27,85,"B4","Regular",2740,"R22",0
3167116,0,0.32,"D",4,12,19,100,"B2","Regular",1629,"R93",0
1120322,0,0.82,"E",10,12,46,95,"B2","Diesel",7403,"R11",0
3113608,0,1,"B",5,12,37,50,"B6","Diesel",73,"R82",0
89306,0,0.38,"A",4,11,51,50,"B1","Diesel",23,"R24",0
2096429,0,0.42,"B",11,9,24,68,"B1","Regular",68,"R52",0
3102804,0,0.88,"D",6,2,56,50,"B10","Diesel",1329,"R11",0
4160848,0,0.11,"A",5,6,27,85,"B2","Regular",18,"R24",0
2287894,0,0.08,"F",5,4,72,72,"B2","Regular",10156,"R11",0
3124134,0,1,"A",7,17,53,50,"B1","Regular",23,"R24",0
4185973,0,0.57,"D",4,9,54,50,"B1","Regular",1313,"R24",0
1133724,0,1,"C",5,7,48,50,"B5","Diesel",105,"R24",0
1196901,0,0.5,"A",10,18,53,50,"B10","Regular",40,"R26",0
1179566,0,0.09,"C",5,9,45,50,"B1","Diesel",133,"R82",0
2168801,0,0.22,"A",4,0,46,50,"B5","Diesel",48,"R53",0
5026657,0,0.45,"E",4,3,75,83,"B12","Regular",2569,"R11",0
2053797,0,1,"C",7,10,41,50,"B1","Regular",192,"R24",0
4173686,0,1,"C",6,7,66,50,"B5","Diesel",473,"R53",0
147805,0,1,"B",4,13,42,50,"B2","Regular",61,"R24",0
2013784,0,0.71,"D",7,2,33,59,"B12","Regular",1695,"R82",0
2185498,0,0.81,"C",6,11,40,50,"B3","Diesel",394,"R24",0
3158897,0,0.36,"E",6,8,30,80,"B13","Diesel",8549,"R82",0
2230554,0,0.08,"A",9,11,46,76,"B2","Regular",43,"R24",0
1087419,0,0.55,"F",6,3,32,57,"B2","Diesel",12374,"R11",0
2217239,0,0.08,"E",4,14,28,59,"B2","Regular",3317,"R93",0
2104216,0,0.11,"C",7,7,45,50,"B4","Diesel",190,"R72",0
2124675,0,1,"E",4,17,35,95,"B5","Diesel",3688,"R82",0
61039,0,1,"C",4,2,71,50,"B4","Regular",205,"R41",0
64622,0,1,"B",6,25,52,50,"B6","Regular",56,"R43",0
44543,0,0.3,"E",7,13,45,76,"B1","Regular",8455,"R82",0
2277262,0,0.5,"E",8,13,38,68,"B6","Diesel",9096,"R11",0
2092216,0,1,"C",5,3,57,50,"B3","Regular",214,"R24",0
3111589,0,1,"D",4,14,32,50,"B1","Regular",690,"R52",0
4001152,0,0.2,"A",11,15,48,50,"B1","Regular",37,"R94",0
4024551,0,0.07,"C",7,3,30,68,"B1","Regular",320,"R31",0
5016787,0,0.55,"E",8,1,57,50,"B12","Diesel",5433,"R93",0
3044736,0,0.07,"C",10,10,61,50,"B12","Regular",110,"R93",0
161336,0,1,"C",6,21,28,57,"B2","Regular",389,"R54",0
4071507,0,0.62,"D",11,2,52,50,"B12","Diesel",543,"R91",0
52896,0,1,"C",4,13,99,80,"B2","Regular",405,"R24",0
3123048,0,0.5,"E",7,11,31,72,"B2","Regular",2369,"R11",0
2142848,0,0.6,"A",4,14,28,90,"B3","Diesel",15,"R24",0
1136499,0,1,"C",6,7,34,50,"B2","Diesel",405,"R24",0
5071294,0,0.61,"C",8,3,57,50,"B12","Diesel",127,"R93",0
4158849,0,1,"E",8,13,43,50,"B12","Regular",4762,"R93",0
5028746,0,0.36,"C",4,2,45,50,"B12","Regular",178,"R72",0
4136816,0,1,"D",8,3,35,56,"B11","Regular",1228,"R82",0
1026151,0,1,"D",9,1,42,51,"B1","Diesel",959,"R23",0
6111751,0,0.46,"E",6,3,30,112,"B12","Diesel",9307,"R82",0
2278640,0,0.08,"A",4,12,43,50,"B1","Regular",50,"R23",0
3205066,0,0.49,"B",6,7,33,59,"B5","Diesel",83,"R25",0
2267748,0,0.5,"E",6,10,40,85,"B1","Diesel",4456,"R72",0
1142984,0,0.25,"A",6,2,30,60,"B1","Diesel",35,"R24",0
77244,0,1,"E",4,2,29,51,"B2","Regular",3098,"R31",0
1074906,0,1,"D",4,3,46,50,"B4","Regular",1397,"R41",0
5068330,0,0.03,"C",5,1,56,60,"B12","Regular",327,"R73",0
2271645,0,0.5,"A",6,3,59,50,"B10","Diesel",16,"R83",0
61588,0,0.44,"F",10,6,70,51,"B12","Regular",27000,"R11",0
2179704,0,1,"A",7,7,64,50,"B1","Diesel",40,"R24",0
2062595,0,0.94,"C",7,14,28,68,"B2","Regular",114,"R53",0
4186703,0,1,"C",4,12,47,50,"B1","Regular",155,"R82",0
1099212,0,0.36,"D",4,13,60,50,"B4","Diesel",1054,"R24",0
3015933,0,0.45,"E",5,4,28,95,"B6","Diesel",2365,"R31",0
4161690,0,0.19,"A",6,13,48,50,"B3","Regular",11,"R24",0
1027321,0,0.9,"C",6,1,49,50,"B12","Regular",206,"R24",0
1083902,0,0.29,"C",4,14,20,80,"B3","Diesel",393,"R24",0
3107244,0,0.69,"A",9,7,53,50,"B1","Regular",23,"R24",0
2125828,0,1,"C",5,6,32,50,"B5","Diesel",271,"R24",0
2079863,0,1,"D",5,12,35,63,"B5","Diesel",1291,"R82",0
1160260,0,0.04,"F",7,7,64,50,"B2","Regular",22821,"R11",0
3244560,0,0.07,"E",5,9,52,50,"B1","Regular",4775,"R11",0
4171658,0,0.5,"C",5,6,70,50,"B6","Regular",255,"R24",0
3056280,0,0.98,"E",6,7,30,64,"B1","Diesel",3527,"R11",0
2201594,0,0.14,"A",5,18,56,50,"B5","Regular",11,"R24",0
133945,0,1,"C",10,8,45,76,"B12","Diesel",251,"R25",0
1111660,0,0.51,"B",5,17,33,54,"B6","Diesel",54,"R93",0
2022417,0,0.71,"E",7,0,57,108,"B12","Regular",3317,"R93",0
3046575,0,1,"C",5,7,73,50,"B2","Regular",182,"R24",0
2261873,0,0.08,"E",10,6,38,64,"B10","Regular",4253,"R72",0
3201749,0,0.54,"E",4,11,33,50,"B6","Regular",4128,"R52",0
2288332,0,0.08,"C",6,7,29,85,"B2","Diesel",131,"R72",0
5002258,0,0.28,"A",10,5,72,50,"B12","Diesel",24,"R26",0
2218179,0,0.08,"C",6,10,37,50,"B1","Diesel",123,"R52",0
2009362,0,0.3,"C",4,2,28,68,"B12","Regular",455,"R91",0
3044395,0,0.03,"E",8,0,46,50,"B12","Diesel",8455,"R82",0
5002848,0,0.71,"D",4,5,64,50,"B12","Regular",1309,"R72",0
1122997,0,0.5,"B",4,5,21,90,"B2","Regular",80,"R25",0
167019,0,1,"A",6,1,45,50,"B2","Regular",27,"R24",0
6099589,0,0.23,"C",8,1,24,95,"B3","Diesel",317,"R82",0
4146196,0,0.28,"A",4,6,50,50,"B1","Regular",46,"R54",0
2274691,0,0.08,"E",7,14,46,50,"B3","Diesel",4348,"R72",0
2226482,0,0.33,"E",5,13,46,72,"B1","Regular",3317,"R93",0
3094871,0,0.33,"D",4,4,23,95,"B1","Regular",1313,"R24",0
4185982,0,0.05,"D",10,11,46,50,"B13","Regular",1895,"R31",0
4128325,0,1,"C",7,12,43,50,"B11","Diesel",295,"R52",0
2026969,0,0.4,"E",7,0,42,80,"B12","Regular",7634,"R11",0
3252949,0,0.11,"B",5,7,30,60,"B4","Diesel",52,"R25",0
5057471,0,0.14,"D",6,10,20,100,"B2","Regular",1015,"R41",0
2123200,0,0.07,"F",6,8,37,68,"B2","Diesel",10008,"R11",0
51396,0,0.42,"C",7,14,22,85,"B1","Regular",280,"R72",0
2029110,0,0.53,"C",6,3,31,76,"B12","Regular",383,"R93",0
3243804,0,0.07,"D",5,1,38,50,"B3","Regular",1326,"R93",0
2097860,0,0.8,"B",5,16,35,57,"B2","Diesel",64,"R24",0
75736,0,1,"B",8,1,44,50,"B1","Diesel",56,"R25",0
2168507,0,0.01,"C",7,2,39,50,"B1","Regular",214,"R26",0
4171396,0,1,"D",11,10,36,50,"B13","Regular",741,"R24",0
4187020,0,1,"B",5,16,48,50,"B4","Regular",86,"R24",0
2104942,0,0.87,"C",5,18,31,68,"B2","Diesel",114,"R24",0
3046707,0,1,"E",6,14,67,50,"B5","Regular",4116,"R24",0
4156512,0,1,"D",5,3,51,50,"B3","Diesel",634,"R53",0
3247031,0,0.08,"C",6,8,36,50,"B1","Diesel",101,"R93",0
2106032,0,1,"C",7,12,34,50,"B1","Regular",106,"R24",0
2111287,0,0.36,"D",7,6,36,81,"B6","Diesel",837,"R53",0
3020257,0,0.64,"E",7,2,66,50,"B12","Diesel",3301,"R73",0
2035880,0,0.16,"B",11,0,43,50,"B12","Diesel",97,"R53",0
1071046,0,1,"A",6,7,30,90,"B2","Diesel",16,"R74",0
1186381,0,0.5,"E",5,8,28,68,"B4","Diesel",4059,"R23",0
2084564,0,1,"D",5,2,55,50,"B2","Diesel",530,"R24",0
